"Mrs. Theresa Herring","LANG-3981"
"Austin Shannon","CHEM-2562"
"Austin Shannon","MATH-9779"
"Warren Harvey","MATH-5704"
"Warren Harvey","ECSE-1607"
"Warren Harvey","CSCI-6766"
"Susan Crosby","ITEC-3099"
"Susan Crosby","STSO-8068"
"Sara Robinson","COGS-3077"
"Sara Robinson","LANG-5818"
"Tony Booker","ITEC-4772"
"Tony Booker","CSCI-2542"
"Anthony Mooney","ARCH-8157"
"Heather Gonzales","LANG-8912"
"Samuel Johnson","PSYC-1318"
"Samuel Johnson","ITEC-8608"
"Samuel Johnson","CHEM-9381"
"Pamela Neal","ECSE-3554"
"Carlos Knight","MGMT-4520"
"Carlos Knight","MGMT-3029"
"Brandi Rivera","LANG-2615"
"Brandi Rivera","ITEC-9116"
"Brandi Rivera","LANG-8563"
"Andrea Wright","CSCI-5884"
"Andrea Wright","ECON-4291"
"Allen Tucker","BIOL-4692"
"Allen Tucker","PSYC-1471"
"Allen Tucker","CSCI-6872"
"Lisa Reynolds","MGMT-6741"
"Lisa Reynolds","COGS-7287"
"Lisa Reynolds","STSO-5464"
"Lisa Gonzalez","STSO-3337"
"Jennifer Abbott","PSYC-6966"
"Jennifer Abbott","CHEM-1584"
"Jennifer Abbott","STSO-7806"
"Carol Sanders","MGMT-6609"
"Carol Sanders","ENGR-3899"
"Carol Sanders","LANG-9043"
"Chase Wilson","COGS-2623"
"Chase Wilson","CSCI-6658"
"Chase Wilson","MATH-4201"
"Theresa White","PSYC-6051"
"Theresa White","MGMT-6033"
"Theresa White","COGS-2555"
"Brianna Carter","ITEC-4772"
"Angela Ross","ITEC-3263"
"Kathryn Atkinson","ECSE-9097"
"Amanda Vasquez","COGS-6893"
"Amanda Vasquez","ARCH-8147"
"Lori Gutierrez","CSCI-8811"
"Lori Gutierrez","CSCI-8811"
"Sarah Smith","ARCH-9962"
"Sarah Smith","ECSE-9097"
"Sarah Smith","STSO-3337"
"Samantha Booth","CHEM-8938"
"Samantha Booth","BIOL-9328"
"Christopher Walsh","BIOL-2804"
"Christopher Walsh","ECON-1298"
"John Smith","ITEC-9478"
"James Mann","CSCI-6872"
"James Mann","ECON-6876"
"James Mann","MATH-9813"
"Timothy Duncan","CHEM-8182"
"Timothy Duncan","ITEC-2883"
"Jodi Reed","CSCI-7746"
"Steven Castillo","ITEC-4931"
"Steven Castillo","ECSE-6925"
"Steven Castillo","PSYC-2251"
"Jessica Harris","STSO-3203"
"Jessica Harris","ITEC-9261"
"Phyllis Fischer","CHEM-8608"
"Anna Fernandez","MATH-8448"
"Richard Johnson","CSCI-5884"
"Richard Johnson","CSCI-5536"
"Richard Johnson","ITEC-3472"
"Vanessa Vasquez","PSYC-6051"
"Vanessa Vasquez","ITEC-9116"
"Lisa Lambert","ENGR-8711"
"Lisa Lambert","COGS-2244"
"Alyssa Bird","CSCI-4126"
"Pamela Hall","ARCH-6473"
"Pamela Hall","MGMT-8758"
"Pamela Hall","ENGR-8234"
"Scott Rios","CHEM-2266"
"Scott Rios","CSCI-5630"
"Todd Fitzgerald","ITEC-2215"
"Todd Fitzgerald","ARCH-6473"
"Marcia Hayes","ITEC-3358"
"Marcia Hayes","ITEC-8792"
"Marcia Hayes","MGMT-3029"
"Linda Thompson","ECSE-1607"
"Dennis Davidson","CHEM-6923"
"Dennis Davidson","LANG-5421"
"Stacy Russo DVM","COGS-5132"
"Stacy Russo DVM","LANG-8912"
"Oscar Washington","COGS-7500"
"William Sweeney","MGMT-8047"
"Sarah Eaton DVM","MATH-5879"
"Sarah Eaton DVM","STSO-3144"
"Kyle Robertson","ARCH-3338"
"Kyle Robertson","ARCH-1513"
"John Valdez","CSCI-6872"
"Roberto Shields","ENGR-6942"
"Roberto Shields","COGS-6575"
"Stacy Li","CHEM-2266"
"Stacy Li","COGS-6575"
"Stacy Li","MGMT-7977"
"Michael Stanley","CSCI-1934"
"Michael Stanley","PSYC-6966"
"Michael Stanley","BIOL-4011"
"Erika Jackson","ECON-5530"
"Erika Jackson","MGMT-7196"
"Erika Jackson","COGS-6716"
"Nicole Douglas","ECSE-8140"
"Jessica Lewis","COGS-3037"
"Mark Pierce","BIOL-7711"
"Molly Garcia","ARCH-5943"
"Molly Garcia","MATH-9858"
"Gregory Garcia","ITEC-2724"
"Gregory Garcia","ITEC-1345"
"Gregory Garcia","LANG-6380"
"Vanessa Meyer","MATH-4157"
"Vanessa Meyer","MATH-4277"
"Vanessa Meyer","LANG-8192"
"Kevin Ortega","CSCI-1934"
"Kevin Ortega","MATH-5331"
"Andrew Cooper","LANG-3131"
"Andrew Cooper","LANG-3981"
"Andrew Cooper","LANG-3109"
"Matthew Harrington","LANG-8912"
"Philip Johnson MD","ITEC-8784"
"Robin Welch","LANG-3981"
"Robin Welch","ITEC-2402"
"Robin Welch","MGMT-3535"
"Henry Haynes","CSCI-5085"
"Henry Haynes","COGS-5146"
"Henry Haynes","MATH-9779"
"Tina White","BIOL-1217"
"Tina White","BIOL-6076"
"Tina White","ARCH-1513"
"Peter Burton","ARCH-8147"
"Veronica Phillips","STSO-8068"
"Jody Dunn","CHEM-1999"
"Jody Dunn","CHEM-9381"
"Jody Dunn","BIOL-9423"
"Ryan Kidd","PSYC-7620"
"Ryan Kidd","ECON-6876"
"Charles Bullock","CSCI-1704"
"Charles Bullock","CHEM-4309"
"Charles Bullock","BIOL-8647"
"Ashley Sanchez","COGS-6212"
"Ashley Sanchez","MATH-4023"
"Ashley Sanchez","CSCI-8365"
"Jacqueline Smith","ITEC-8660"
"Jacqueline Smith","ITEC-5042"
"Jacqueline Smith","PSYC-1405"
"Lindsay Wright","CSCI-5490"
"Lindsay Wright","STSO-8036"
"Donna Martinez","ECON-8138"
"Donna Martinez","ECON-4291"
"William Powell","STSO-3203"
"William Powell","CHEM-8845"
"Antonio Clark","CSCI-1629"
"Antonio Clark","MGMT-9901"
"Chelsea Andrade","MGMT-2898"
"Gary Vargas","MATH-3933"
"Gary Vargas","MATH-8752"
"Courtney Smith","CHEM-4030"
"Courtney Smith","ARCH-2437"
"Courtney Smith","MATH-7041"
"Brooke Washington","CSCI-2400"
"Ryan Johnson","ITEC-6470"
"Ryan Johnson","ITEC-4946"
"Nicole Ortega","ECSE-9548"
"Nicole Ortega","ECSE-1512"
"Heidi Smith","ECON-1777"
"Heidi Smith","CHEM-9716"
"Shane Turner","MGMT-1558"
"Shane Turner","ITEC-6848"
"Shane Turner","ENGR-3462"
"Kellie Huang","LANG-5421"
"Kellie Huang","STSO-5464"
"Kellie Huang","COGS-1059"
"Natalie Page","ITEC-2724"
"Natalie Page","CHEM-8435"
"Natalie Page","ENGR-4942"
"Allison Smith","PSYC-7620"
"Allison Smith","STSO-2963"
"Allison Smith","ITEC-2018"
"Laura Davis","PSYC-2277"
"Laura Davis","ECSE-1571"
"Laura Davis","ITEC-6358"
"Dean Johnson","STSO-7793"
"Dean Johnson","PSYC-1499"
"Megan Snyder","ITEC-8653"
"Megan Snyder","PSYC-2692"
"Kimberly Baker","ECSE-2659"
"Suzanne Thompson","COGS-2555"
"Suzanne Thompson","ECSE-3306"
"Suzanne Thompson","LANG-8192"
"Adam Brown","ITEC-5685"
"Adam Brown","MATH-6422"
"Joyce Wolfe","MGMT-2368"
"Bethany Allen","MGMT-6741"
"Bethany Allen","CHEM-1963"
"Roger Gonzalez","STSO-8396"
"Miguel Garza","BIOL-4316"
"Diamond Christian","CSCI-1777"
"Diamond Christian","MGMT-2422"
"Diamond Christian","ARCH-7686"
"John Burton","PSYC-7502"
"John Burton","PSYC-7502"
"John Burton","ARCH-7686"
"Patricia Schwartz","MATH-5669"
"Matthew Klein","ECSE-1512"
"Matthew Klein","CSCI-4158"
"Matthew Klein","CHEM-4904"
"Christopher Simmons","MATH-9858"
"Katelyn Green","ECSE-9548"
"Katelyn Green","STSO-7806"
"Belinda Kim","ITEC-8792"
"Jeffrey Riddle","ITEC-3099"
"Jeffrey Riddle","ITEC-8660"
"Jeffrey Riddle","ECSE-8065"
"Elizabeth Mcclure","ITEC-6107"
"Elizabeth Mcclure","CHEM-2367"
"Elizabeth Mcclure","CHEM-2266"
"Carl Lara","PSYC-5254"
"Carl Lara","ECSE-5695"
"Lisa Gonzales","ITEC-8784"
"Lisa Gonzales","CSCI-5023"
"Lisa Gonzales","MATH-3894"
"Donald Price","COGS-6212"
"John Evans","CHEM-5387"
"Michael Coleman","PSYC-1499"
"Michael Coleman","ECON-9818"
"Michael Coleman","STSO-8203"
"Heather Wagner","ARCH-9962"
"Heather Wagner","ECON-4118"
"Michael Scott","STSO-8203"
"Clarence Zimmerman","ENGR-9278"
"Justin Farrell","CHEM-9381"
"Janet Martinez","ENGR-8711"
"Janet Martinez","MATH-5704"
"Janet Martinez","ITEC-3314"
"Sylvia Small DVM","CSCI-7708"
"Sylvia Small DVM","CHEM-8938"
"Sylvia Small DVM","COGS-4318"
"Molly Pham","BIOL-4011"
"Molly Pham","MGMT-4733"
"Molly Pham","MATH-9843"
"Lindsey Mercer","LANG-4629"
"Lindsey Mercer","LANG-3989"
"Lauren Brown","ARCH-7668"
"Lauren Brown","CHEM-2959"
"Lauren Brown","ECON-6876"
"Jordan Velasquez","MGMT-7607"
"Claudia Wood","LANG-8563"
"Claudia Wood","MATH-4157"
"Heather Davis","LANG-7473"
"Heather Davis","ECON-6150"
"Heather Davis","BIOL-5252"
"Laura Stone","LANG-9205"
"Laura Stone","ITEC-9478"
"Ashley Nelson","STSO-3337"
"Walter Watts","CSCI-2861"
"Walter Watts","MATH-5356"
"Walter Watts","STSO-1933"
"Katie Roberts","ECSE-9548"
"Katie Roberts","BIOL-4867"
"Katie Roberts","CHEM-9367"
"Jennifer Moss","CHEM-9352"
"Jennifer Moss","PSYC-2692"
"Vincent White","LANG-3886"
"Vincent White","ITEC-6550"
"Vincent White","ITEC-8784"
"Brandy Vaughn","COGS-1363"
"Kenneth Griffith","STSO-8036"
"Kenneth Griffith","LANG-1682"
"Lauren Lucas","MGMT-1644"
"Lauren Lucas","CSCI-1994"
"Paul Daniels","ECSE-9948"
"Paul Daniels","ITEC-3472"
"Eric Fowler","ITEC-4931"
"Eric Fowler","ARCH-1513"
"Patrick Singleton","PSYC-1340"
"Patrick Singleton","ENGR-3899"
"Patrick Singleton","BIOL-9270"
"Keith Bowers","ITEC-2018"
"Sarah Delacruz","CHEM-9716"
"Sarah Delacruz","BIOL-5043"
"Sarah Delacruz","MGMT-3535"
"Jonathan Monroe","STSO-7793"
"Mason Frederick","LANG-9830"
"Mason Frederick","ITEC-3472"
"Mason Frederick","ARCH-7369"
"Melissa Pittman","CSCI-1157"
"Melissa Pittman","COGS-7911"
"Melissa Pittman","PSYC-9330"
"Thomas Smith","LANG-1682"
"Thomas Smith","COGS-1543"
"Thomas Smith","COGS-7514"
"Crystal Parsons","MATH-5331"
"Kurt Scott","ARCH-4981"
"Kurt Scott","ARCH-6473"
"Kurt Scott","STSO-8396"
"Sonya Moore","MGMT-2126"
"Sonya Moore","ECSE-9097"
"Diamond Guerrero","LANG-5798"
"Shelby Tyler","ECSE-2659"
"Shelby Tyler","LANG-7040"
"Shelby Tyler","COGS-5132"
"Anthony George","MGMT-8778"
"Anthony George","BIOL-2248"
"Katherine Marquez","MGMT-4611"
"Katherine Marquez","MATH-5394"
"Katherine Marquez","CHEM-8116"
"Richard Reyes","ECSE-2712"
"Richard Reyes","CSCI-1934"
"Richard Reyes","CSCI-2542"
"Mr. Donald Smith","ENGR-6942"
"Mr. Donald Smith","COGS-3037"
"Timothy Roman","CHEM-1999"
"Timothy Roman","CSCI-5085"
"Timothy Roman","ECSE-4571"
"Andrew Alexander","ECSE-8311"
"Angela Robertson","ARCH-5291"
"Angela Robertson","BIOL-9270"
"Jason Watson","MATH-4045"
"Kelsey Harrison","STSO-6966"
"Kelsey Harrison","PSYC-5029"
"Mark Brown","MGMT-2422"
"Mark Brown","COGS-9667"
"Mark Brown","LANG-4629"
"Meghan Oconnor","COGS-2244"
"Cody Hall","CHEM-6923"
"Cody Hall","PSYC-9330"
"Derek Gordon","ENGR-9178"
"Cheyenne Alvarez","ITEC-2883"
"Gina Cole","LANG-9205"
"Jordan Tyler","PSYC-2277"
"Mrs. Christie Marsh","PSYC-7868"
"Wayne Yu","ECON-9767"
"Dr. Mary West DDS","ECSE-6925"
"Dr. Mary West DDS","CSCI-1994"
"Dr. Mary West DDS","MATH-8752"
"Hannah Vincent","COGS-8518"
"Hannah Vincent","PSYC-7868"
"Hannah Vincent","ITEC-5084"
"Barbara Solis","COGS-3077"
"Barbara Solis","CSCI-2542"
"Barbara Solis","STSO-5789"
"Michael Garcia","STSO-3203"
"Catherine Farmer","ITEC-8653"
"Catherine Farmer","ARCH-5996"
"Catherine Farmer","ECON-9573"
"Larry Knight","PSYC-6051"
"Larry Knight","MATH-8932"
"Kevin Reed","STSO-3337"
"Amy Vazquez","MGMT-8778"
"Amy Vazquez","LANG-3886"
"Brianna Norton","STSO-1933"
"Ryan Dunlap","MATH-8420"
"Ryan Dunlap","MGMT-7673"
"Ryan Dunlap","CSCI-7722"
"Wanda Hardy","PSYC-2277"
"Linda Decker","ARCH-7453"
"Linda Decker","PSYC-2251"
"Rodney Flores","BIOL-5098"
"Rodney Flores","ITEC-3472"
"Mary Curry","ITEC-3099"
"Erin Bell","ITEC-5685"
"Erin Bell","CSCI-8306"
"Alicia Johnson","COGS-2623"
"Alicia Johnson","ECSE-9548"
"Alicia Johnson","ENGR-4269"
"Jonathan Gilmore","ECON-6169"
"Jonathan Gilmore","ARCH-4612"
"Allison Evans","PSYC-1799"
"Allison Evans","STSO-5464"
"Roberta Simpson","PSYC-2251"
"Roberta Simpson","ITEC-2883"
"Roberta Simpson","CSCI-5884"
"Timothy Rogers","MATH-9199"
"Timothy Rogers","LANG-6380"
"Angel Chandler","CHEM-4263"
"Angel Chandler","ECON-1298"
"Angel Chandler","PSYC-7502"
"Sandra Nelson","ARCH-1790"
"Sandra Nelson","CHEM-6923"
"Sandra Nelson","COGS-6330"
"Blake Castro","LANG-5774"
"Willie Watson","MATH-5379"
"Willie Watson","MATH-4157"
"Willie Watson","CHEM-5387"
"Douglas Baxter","COGS-8518"
"Douglas Baxter","PSYC-6453"
"Mary Dyer MD","ECSE-5695"
"Mary Dyer MD","ECON-1214"
"Mary Dyer MD","STSO-3337"
"Sarah Harris","ITEC-8451"
"Sarah Harris","BIOL-8280"
"Robert Stephens","ARCH-2437"
"Michael Zimmerman","LANG-3989"
"Amanda Lozano","BIOL-4667"
"Jill Peterson","ENGR-6942"
"Jill Peterson","STSO-5789"
"Jill Peterson","CSCI-2400"
"Susan Wong","PSYC-8244"
"Susan Wong","ITEC-1982"
"Susan Wong","ARCH-2486"
"Matthew Gould","ITEC-6358"
"Matthew Gould","BIOL-4289"
"Taylor Brown","ARCH-7369"
"Bryan Mcdonald","ENGR-8234"
"Bryan Mcdonald","ITEC-8451"
"Bryan Mcdonald","MATH-9199"
"Brian Adkins","MATH-5394"
"Brian Adkins","BIOL-7711"
"Donald Gilbert","CHEM-8673"
"Donald Gilbert","BIOL-4289"
"Emily Cooke","MGMT-7607"
"Brittany Pierce","MGMT-9901"
"Brittany Pierce","ENGR-3191"
"Brittany Pierce","CHEM-8938"
"William Munoz","CHEM-7687"
"William Munoz","CHEM-1999"
"Paula Berg","BIOL-5252"
"Paula Berg","PSYC-8944"
"Paula Berg","CSCI-7575"
"Christine Owens","BIOL-4316"
"Christine Owens","ITEC-1982"
"Leah Martinez","COGS-2457"
"Leah Martinez","ITEC-3314"
"Steven Cruz","BIOL-9270"
"Steven Cruz","MATH-4277"
"Steven Cruz","ECSE-6866"
"Susan Walls","ITEC-2018"
"Susan Walls","STSO-6137"
"Susan Walls","ECSE-9948"
"Sabrina Hardy","CSCI-5490"
"David Aguilar","BIOL-9107"
"David Aguilar","ARCH-1790"
"Melanie Ford","COGS-7514"
"Melanie Ford","ITEC-9116"
"Melanie Ford","STSO-3494"
"Jonathan Wiggins","CHEM-4904"
"Linda Simon","ITEC-3263"
"Megan Hooper","BIOL-7732"
"Megan Hooper","ECSE-1512"
"Megan Hooper","PSYC-4598"
"Christopher Robinson","MATH-6667"
"Christopher Robinson","CSCI-5085"
"Christopher Robinson","ECON-5530"
"Michael Barton","LANG-1278"
"Michael Barton","ARCH-8848"
"Michael Barton","ITEC-5685"
"Karen Gill","STSO-2266"
"Karen Gill","CSCI-2861"
"Dakota Palmer","STSO-7806"
"Dakota Palmer","ITEC-1345"
"Rachel Rollins","STSO-5001"
"Rachel Rollins","ARCH-8843"
"Gregory Woodward","BIOL-4867"
"Gregory Woodward","MATH-5394"
"April Richardson","ECSE-6690"
"April Richardson","CHEM-5099"
"Anthony Powell","LANG-7473"
"Carlos Smith","COGS-2555"
"Carlos Smith","ENGR-4384"
"Mr. Andrew Green PhD","CHEM-4309"
"Mr. Andrew Green PhD","COGS-8518"
"Mr. Andrew Green PhD","CSCI-4158"
"Travis Edwards","MATH-1079"
"Travis Edwards","CSCI-1601"
"Sharon Moore","MATH-9199"
"Andrea Cross","ARCH-7834"
"Alexander Jimenez","ECSE-6925"
"Alexander Jimenez","COGS-8573"
"Casey White","COGS-8009"
"Christopher Bernard","ECON-7764"
"Christopher Bernard","ECSE-5695"
"Christopher Bernard","MATH-7041"
"Theodore Cunningham","ECON-7841"
"Tyler Frank","BIOL-3377"
"Tyler Frank","LANG-3989"
"Tyler Frank","ECON-9818"
"Joseph Ho","COGS-6212"
"Joseph Ho","COGS-6212"
"Joseph Ho","LANG-7040"
"Julie Garza","ITEC-9261"
"Joseph Chen","CSCI-2400"
"Joseph Chen","MGMT-6033"
"Patricia Stewart","CSCI-6766"
"Patricia Stewart","LANG-5421"
"Patricia Stewart","COGS-8009"
"Nicole Aguilar","CHEM-7955"
"Nicole Aguilar","ECSE-2185"
"Nicole Aguilar","LANG-1270"
"Fred Mcbride","ITEC-5042"
"Fred Mcbride","LANG-1283"
"Fred Mcbride","BIOL-3377"
"Holly Clark","ITEC-4946"
"Holly Clark","CSCI-1777"
"Holly Clark","BIOL-1217"
"Patricia Davis","ITEC-6470"
"Patricia Davis","MATH-8448"
"Anthony Cameron","MATH-1668"
"Nicholas Macdonald","CSCI-2400"
"James Hall","ITEC-6358"
"James Hall","ENGR-5011"
"Paula Daugherty","ECON-6150"
"Paula Daugherty","ENGR-3462"
"Ryan Butler","CSCI-5536"
"Jennifer Walker","ECSE-3554"
"Jennifer Walker","ECSE-1607"
"Robert Shaw","COGS-6212"
"Robert Shaw","ITEC-7960"
"Julia Garcia","ARCH-7834"
"Karen Ray","STSO-8269"
"Craig Williams","CHEM-6923"
"Craig Williams","CSCI-7746"
"Craig Williams","COGS-2623"
"Christopher Blevins","MGMT-6033"
"Alice Davis","COGS-6716"
"Alice Davis","BIOL-4667"
"Alice Davis","MGMT-8224"
"David Hutchinson","CHEM-8673"
"Brian Higgins","ECON-2282"
"Jessica Galloway","ENGR-9278"
"Jessica Galloway","BIOL-6426"
"Patricia Everett","ARCH-4981"
"Patricia Everett","PSYC-6453"
"Patricia Everett","ECON-9818"
"Russell Scott","ECSE-4571"
"Michele Ware","CHEM-1999"
"Roger Oneal","ITEC-6199"
"Roger Oneal","LANG-8367"
"Roger Oneal","ECSE-3554"
"Erika Brown","ENGR-6942"
"Erika Brown","BIOL-4316"
"Elizabeth Collins","ARCH-7834"
"Elizabeth Collins","ENGR-9476"
"Elizabeth Collins","MGMT-8758"
"Kathleen Collins","STSO-8203"
"Kathleen Collins","BIOL-5328"
"Kathleen Collins","COGS-5146"
"Melissa Barker","ENGR-3618"
"Melissa Barker","MATH-2624"
"Robert Bender","ECON-1471"
"Robert Bender","COGS-7287"
"Robert Bender","ECON-4118"
"Tyler Schneider","MATH-8752"
"Tyler Schneider","PSYC-2277"
"Gary Walker","BIOL-1380"
"Gary Walker","BIOL-2804"
"Gary Walker","STSO-5392"
"Peter Smith","COGS-6893"
"Peter Smith","BIOL-3506"
"Peter Smith","STSO-5464"
"Karen Watkins","MATH-7789"
"Karen Watkins","STSO-3337"
"Karen Watkins","ECSE-9557"
"Jessica Combs","ECON-7841"
"Jessica Combs","CHEM-5387"
"Sarah Rivas","BIOL-1217"
"Sarah Rivas","MATH-7789"
"Meghan Duarte","ECSE-2712"
"Meghan Duarte","CSCI-2542"
"Meghan Duarte","MGMT-2128"
"Steven Morales","ECSE-9548"
"Matthew Vasquez","PSYC-1340"
"Matthew Vasquez","STSO-5392"
"Kathryn Brandt","ITEC-4703"
"Kathryn Brandt","ECSE-5117"
"Kathryn Brandt","LANG-3109"
"Ronald Kramer","LANG-3989"
"Ronald Kramer","ENGR-4269"
"Ronald Kramer","CSCI-7722"
"Kerri Nicholson","COGS-5146"
"Jeremy Mahoney","ARCH-7841"
"Jeremy Mahoney","BIOL-5043"
"Jeremy Mahoney","ITEC-3314"
"Brianna Robinson","CHEM-4030"
"Brianna Robinson","CSCI-7708"
"Brianna Robinson","BIOL-7088"
"Kathleen Avila","ITEC-8608"
"Kathleen Avila","MATH-8932"
"Kathleen Avila","ECSE-7483"
"Johnny Leon","PSYC-4373"
"Johnny Leon","LANG-2615"
"Jennifer Dean","ITEC-9261"
"Jody Hall","ARCH-5943"
"Wanda Turner","ARCH-9302"
"Jackie Cervantes","COGS-8009"
"Jackie Cervantes","BIOL-4867"
"Paul Howard","MGMT-6085"
"Dana Stevens","CSCI-2542"
"Dana Stevens","CSCI-5884"
"Kelli Torres","LANG-3488"
"Kelli Torres","CHEM-7687"
"Ashley Johns","ECON-1471"
"Ashley Johns","ECSE-6866"
"Taylor Martin","PSYC-4598"
"Taylor Martin","ECSE-7314"
"Taylor Martin","ITEC-6358"
"Justin Martin","ENGR-9682"
"Justin Martin","CSCI-8811"
"Justin Garcia","ECON-6150"
"Justin Garcia","PSYC-1799"
"Justin Garcia","ARCH-6473"
"David Hicks","CHEM-7687"
"David Hicks","ARCH-6473"
"Justin Mitchell","MATH-4023"
"Justin Mitchell","CSCI-1038"
"Justin Mitchell","ARCH-1513"
"Joseph Williams","ARCH-7369"
"Felicia Fernandez","ECSE-6866"
"Felicia Fernandez","LANG-9426"
"Felicia Fernandez","CHEM-9716"
"Lindsay Frey","ITEC-4946"
"Lindsay Frey","BIOL-6593"
"Natalie Clark","MATH-6667"
"Jennifer Lester","STSO-3850"
"Jennifer Lester","LANG-4105"
"Tina Bennett","MGMT-4611"
"Tina Bennett","ECSE-1607"
"Tina Bennett","PSYC-6453"
"Samantha Christian","CSCI-6658"
"Stephen Kelley","STSO-3508"
"Dillon Johnson","LANG-8367"
"Dillon Johnson","STSO-3494"
"Dillon Johnson","PSYC-8244"
"William Moon","MGMT-7977"
"William Moon","COGS-1363"
"Kathy Reed","ENGR-8838"
"Kathy Reed","ECON-9818"
"Morgan Charles","COGS-1776"
"Hannah Hurst","STSO-7761"
"Hannah Hurst","PSYC-1499"
"Hannah Hurst","PSYC-2277"
"Edwin Mccall","MATH-8932"
"Edwin Mccall","ARCH-1790"
"Edwin Mccall","CHEM-2266"
"Rachel Wilson","ITEC-1345"
"Rachel Wilson","ITEC-2883"
"Rachel Wilson","MATH-5879"
"Todd Mcguire","MATH-7789"
"Todd Mcguire","PSYC-6051"
"Todd Mcguire","BIOL-4054"
"Evan Casey","CSCI-2542"
"Erin Cook","CHEM-9367"
"Eric Hartman","ITEC-1982"
"Eric Hartman","STSO-3494"
"Eric Hartman","PSYC-6051"
"Matthew Monroe","MATH-5864"
"Erin Barker","ECON-8869"
"Erin Barker","BIOL-1503"
"Erin Barker","MGMT-6085"
"April Martin","LANG-2358"
"Vanessa Barrett","LANG-2615"
"Vanessa Barrett","COGS-8518"
"Bryan Vasquez","CHEM-7580"
"Bryan Vasquez","CSCI-8306"
"Bryan Vasquez","PSYC-1471"
"Karen Yates","ARCH-6185"
"Karen Yates","ECSE-9948"
"Karen Yates","ARCH-5943"
"Victoria Gutierrez","ARCH-8432"
"Victoria Gutierrez","BIOL-8647"
"Brenda Hernandez","COGS-3625"
"Brenda Hernandez","ARCH-8568"
"Brenda Hernandez","ITEC-6470"
"Gina Gardner","ITEC-5417"
"Karen Lopez","ECON-5530"
"David Fleming","BIOL-4411"
"David Fleming","LANG-3131"
"David Fleming","BIOL-8647"
"Pamela Singleton","MGMT-4611"
"Sarah Cunningham","CHEM-4263"
"Cindy Wright","ARCH-5291"
"Cindy Wright","LANG-2464"
"Lauren Gonzales","BIOL-7645"
"Leah White","BIOL-3506"
"Leah White","BIOL-9328"
"Leah White","MGMT-4733"
"Natalie Warren","ITEC-6470"
"Natalie Warren","MATH-8752"
"Natalie Warren","LANG-9043"
"Theresa Jones","PSYC-4373"
"Nicole Andrews","ECON-2818"
"Nicole Andrews","BIOL-4054"
"Nicole Andrews","STSO-5144"
"Courtney Gonzalez","ECSE-3554"
"Courtney Gonzalez","ITEC-6107"
"Matthew Long III","CSCI-8811"
"Matthew Long III","MGMT-8224"
"Matthew Long III","COGS-1363"
"Jason Mitchell","COGS-8518"
"Jesse Hayes","MATH-5379"
"Cindy Graham","ENGR-3618"
"Sandra Welch","MGMT-4520"
"Kimberly Garcia","BIOL-8280"
"Kimberly Garcia","CHEM-7787"
"Kimberly Garcia","COGS-5146"
"Stephanie Miranda","LANG-7040"
"Stephanie Miranda","LANG-6380"
"Stephanie Miranda","STSO-2963"
"Stephanie Reeves","COGS-6716"
"Stephanie Reeves","CSCI-7757"
"Keith Santos","CSCI-2542"
"Keith Santos","CSCI-3014"
"Keith Santos","ECON-4404"
"Michael Hood","ECON-8608"
"Michael Hood","ENGR-9476"
"Steven Sanders","PSYC-7502"
"Steven Sanders","ITEC-8505"
"Erin Lee","COGS-7911"
"Erin Lee","BIOL-9270"
"Erin Lee","CSCI-3633"
"Bryan Anderson MD","PSYC-9168"
"Bryan Anderson MD","ENGR-8838"
"Andrew Anderson","PSYC-2116"
"Andrew Anderson","STSO-8203"
"James Weaver","ENGR-3462"
"Zachary Baker","MATH-4277"
"Zachary Baker","MATH-5669"
"Zachary Baker","ECON-4404"
"Sylvia Butler","ECSE-9557"
"Sylvia Butler","MATH-5394"
"John Campbell","LANG-1278"
"John Campbell","MGMT-3535"
"William Evans","MATH-9199"
"William Evans","ITEC-6199"
"William Evans","CHEM-6508"
"Michael Dillon","STSO-6899"
"Michael Dillon","ECON-8665"
"Jerry Bradshaw","ARCH-6473"
"David Rodgers","LANG-2464"
"Victoria Cook","ECON-5413"
"Victoria Cook","CSCI-7746"
"Brent Rhodes","MGMT-8224"
"Brent Rhodes","CHEM-9381"
"Brent Rhodes","LANG-8367"
"Nicholas Johnson","BIOL-7645"
"Erika Hutchinson","MATH-7041"
"Erika Hutchinson","CHEM-8182"
"Erika Hutchinson","CSCI-5884"
"Mrs. Ruth Lawson","ARCH-8097"
"Mrs. Ruth Lawson","CHEM-8845"
"Mrs. Ruth Lawson","STSO-8203"
"Sandy Wood","ARCH-2437"
"Jasmine Lawson","CHEM-1386"
"Jasmine Lawson","ENGR-4384"
"Gary Sosa","ECON-2818"
"Mason Lee","STSO-3494"
"Mason Lee","ECON-1471"
"Mason Lee","ECSE-9948"
"Caleb Hammond","CSCI-6872"
"Caleb Hammond","BIOL-5098"
"Caleb Hammond","CSCI-1704"
"Denise Kelly","COGS-8009"
"Denise Kelly","BIOL-1503"
